,Titulo,Texto,textoPLN,tf-idf
  (6, 1)	1.0
  (7, 4)	1.0
  (10, 6)	1.0
  (14, 6)	1.0
  (16, 5)	1.0
  (17, 5)	1.0
  (19, 6)	1.0
  (29, 0)	1.0
  (33, 1)	1.0
  (35, 0)	1.0
  (36, 2)	1.0
  (39, 3)	1.0
  (40, 2)	1.0
  (43, 4)	1.0
  (44, 3)	1.0
  (45, 3)	1.0
  (46, 3)	1.0
  (47, 3)	1.0"
103,Tabla de QUESOS 🧀 y EMBUTIDOS.txt,hola chicos os voy a enseñar como montón y nos habla veces y hambre cuando te he invitado siempre parto de algo de centro para orientarme voy a poner los quesos así más más fuertes y aquí voy a comer queso así que a mí no me gusta nada pero los invitados y ahora que voy a poner lo del bueno por aquí voy a poner unos juradito de oveja si voy a comer cabra al pimentón que ya sabéis que uvas y queso saben a beso y ya nos falta y rellenan un poquito los huesos,"['hol', 'chic', 'voy', 'enseñ', 'monton', 'habl', 'vec', 'hambr', 'invit', 'siempr', 'part', 'centr', 'orient', 'voy', 'pon', 'ques', 'asi', 'fuert', 'aqu', 'voy', 'com', 'ques', 'asi', 'gust', 'invit', 'ahor', 'voy', 'pon', 'buen', 'aqu', 'voy', 'pon', 'juradit', 'ovej', 'si', 'voy', 'com', 'cabr', 'pimenton', 'sab', 'uvas', 'ques', 'sab', 'bes', 'falt', 'rellen', 'poquit', 'hues']","  (0, 15)	1.0
  (1, 7)	1.0
  (2, 33)	1.0
  (3, 9)	1.0
  (4, 19)	1.0
  (5, 13)	1.0
  (6, 32)	1.0
  (7, 14)	1.0
  (8, 17)	1.0
  (9, 30)	1.0
  (10, 22)	1.0
  (11, 6)	1.0
  (12, 20)	1.0
  (13, 33)	1.0
  (14, 24)	1.0
  (15, 26)	1.0
  (16, 2)	1.0
  (17, 11)	1.0
  (18, 1)	1.0
  (19, 33)	1.0
  (20, 8)	1.0
  (21, 26)	1.0
  (22, 2)	1.0
  (23, 12)	1.0
  (24, 17)	1.0
  (25, 0)	1.0
  (26, 33)	1.0
  (27, 24)	1.0
  (28, 4)	1.0
  (29, 1)	1.0
  (30, 33)	1.0
  (31, 24)	1.0
  (32, 18)	1.0
  (33, 21)	1.0
  (34, 29)	1.0
  (35, 33)	1.0
  (36, 8)	1.0
  (37, 5)	1.0
  (38, 23)	1.0
  (39, 28)	1.0
  (40, 31)	1.0
  (41, 26)	1.0
  (42, 28)	1.0
  (43, 3)	1.0
  (44, 10)	1.0
  (45, 27)	1.0
  (46, 25)	1.0
  (47, 16)	1.0"
104,Cómo hacer mantequilla casera con sólo un ingrediente _ Receta de Cocina en Familia.txt,la receta que quiero compartir con todos vosotros sois Cómo hacer mantequilla casera con solo un ingrediente y para ello tengo aquí un litro de nada demostrar que debe de tener un trenza o 35% de materia grasa conocida también crema de leche simplemente conecte ingredientes sale una deliciosa mantequilla que empieza su elaboración de Primer paso es poner la Nata que la tengo muy fría de la nevera en un recipiente metálico Qué es donde mejor conservar el frío que también lo tenés igual que la amarilla en la nevera y empiezo a montar la Nata ya sabe que cuando se monta la nada siempre se dice hay que tengan los urge Pero no pasa porque se mantequilla y utilizarla,"['recet', 'quier', 'compart', 'com', 'hac', 'mantequill', 'caser', 'sol', 'ingredient', 'ello', 'aqu', 'litr', 'demostr', 'deb', 'ten', 'trenz', '35', 'materi', 'gras', 'conoc', 'crem', 'lech', 'simplement', 'conect', 'ingredient', 'sal', 'delici', 'mantequill', 'empiez', 'elabor', 'prim', 'pas', 'pon', 'nat', 'fri', 'never', 'recipient', 'metal', 'mejor', 'conserv', 'fri', 'tenes', 'igual', 'amarill', 'never', 'empiez', 'mont', 'nat', 'sab', 'mont', 'siempr', 'dic', 'urge', 'pas', 'mantequill', 'utiliz']","  (5, 3)	1.0
  (8, 2)	1.0
  (24, 2)	1.0
  (27, 3)	1.0
  (28, 0)	1.0
  (31, 7)	1.0
  (33, 5)	1.0
  (34, 1)	1.0
  (35, 6)	1.0
  (40, 1)	1.0
  (44, 6)	1.0
  (45, 0)	1.0
  (46, 4)	1.0
  (47, 5)	1.0
  (49, 4)	1.0
  (53, 7)	1.0
  (54, 3)	1.0"
105,Alioli de Ajo Negro _ Receta de Cocina en Familia.txt,la receta de un rico alioli de ajo negro y para ello tengo aquí el ajo negro en el supermercado que solo compras y nada Y cómo son las propiedades que dicen que tiene el ajo negro pues no me podido resistir y voy a preparar un rico ajo negro con él yo utilizaré solamente viene ya pelado utilizaré solamente tres dientes de ajo negro no tengo el ajo negro utilizar el diente de ajo un huevo 150 ML de aceite de girasol y un poco de sal y le pondré que vos lona una gota de limón puede preparar alioli el huevo Qué temperatura ambiente Contigo fuera de frigorífico para que no se enoja no cuaja le pongo a pensar hay que ponerle bastante puesto que sea Jesús en pongo un poco de aceite como la vida el resto se lo pondré después entonces ya pongo no las pongo así mismo entera me pongo tres dientes quiero ponerle mucho puesto que el sabor es diferente a la Norma sabes arreglar y ya tengo lo que le hace el huevo la sal y Empiezo con la batidora hasta abajo encima del vaso para que se tritura suscríbete para recibir las notificaciones,"['recet', 'ric', 'alioli', 'ajo', 'negr', 'ello', 'aqu', 'ajo', 'negr', 'supermerc', 'sol', 'compr', 'com', 'propiedad', 'dic', 'ajo', 'negr', 'pues', 'pod', 'resist', 'voy', 'prepar', 'ric', 'ajo', 'negr', 'utiliz', 'sol', 'vien', 'pel', 'utiliz', 'sol', 'tres', 'dient', 'ajo', 'negr', 'ajo', 'negr', 'utiliz', 'dient', 'ajo', 'huev', '150', 'ml', 'aceit', 'girasol', 'sal', 'pondr', 'vos', 'lon', 'got', 'limon', 'pued', 'prepar', 'alioli', 'huev', 'temperatur', 'ambient', 'contig', 'frigorif', 'enoj', 'cuaj', 'pong', 'pens', 'pon', 'bastant', 'puest', 'jesus', 'pong', 'aceit', 'vid', 'rest', 'pondr', 'despues', 'entonc', 'pong', 'pong', 'asi', 'mism', 'enter', 'pong', 'tres', 'dient', 'quier', 'pon', 'puest', 'sabor', 'diferent', 'norm', 'sab', 'arregl', 'hac', 'huev', 'sal', 'empiez', 'batidor', 'abaj', 'encim', 'vas', 'tritur', 'suscribet', 'recib', 'notif']","  (3, 0)	1.0
  (4, 3)	1.0
  (7, 0)	1.0
  (8, 3)	1.0
  (10, 5)	1.0
  (15, 0)	1.0
  (16, 3)	1.0
  (23, 0)	1.0
  (24, 3)	1.0
  (25, 6)	1.0
  (26, 5)	1.0
  (29, 6)	1.0
  (30, 5)	1.0
  (32, 1)	1.0
  (33, 0)	1.0
  (34, 3)	1.0
  (35, 0)	1.0
  (36, 3)	1.0
  (37, 6)	1.0
  (38, 1)	1.0
  (39, 0)	1.0
  (40, 2)	1.0
  (54, 2)	1.0
  (61, 4)	1.0
  (67, 4)	1.0
  (74, 4)	1.0
  (75, 4)	1.0
  (79, 4)	1.0
  (81, 1)	1.0
  (91, 2)	1.0"
106,Empanadillas de Pan de Molde sabor Pizza al horno _ Receta de Cocina en Familia.txt,la receta que mamá se lo hizo una rica empanadillas de pan de pizza y para ello tengo aquí los siguientes ingredientes de pan de molde sin corteza utilizar este tomate frito 75 gramos de jamón de los partidos pequeños 1 cucharada de orégano y otro 75 gramos de queso rallado cada uno puede utilizar que deseen mental y utilizar la yema del huevo para darle complemento ingrediente ingredientes suscríbete para recibir las notificaciones,"['recet', 'mam', 'hiz', 'ric', 'empanadill', 'pan', 'pizz', 'ello', 'aqu', 'siguient', 'ingredient', 'pan', 'mold', 'cortez', 'utiliz', 'tomat', 'frit', '75', 'gram', 'jamon', 'part', 'pequeñ', '1', 'cuchar', 'oregan', '75', 'gram', 'ques', 'rall', 'cad', 'pued', 'utiliz', 'des', 'mental', 'utiliz', 'yem', 'huev', 'darl', 'complement', 'ingredient', 'ingredient', 'suscribet', 'recib', 'notif']","  (0, 28)	1.0
  (1, 16)	1.0
  (2, 12)	1.0
  (3, 30)	1.0
  (4, 9)	1.0
  (5, 21)	1.0
  (6, 24)	1.0
  (7, 8)	1.0
  (8, 1)	1.0
  (9, 31)	1.0
  (10, 14)	1.0
  (11, 21)	1.0
  (12, 18)	1.0
  (13, 4)	1.0
  (14, 34)	1.0
  (15, 33)	1.0
  (16, 10)	1.0
  (17, 0)	1.0
  (18, 11)	1.0
  (19, 15)	1.0
  (20, 22)	1.0
  (21, 23)	1.0
  (23, 5)	1.0
  (24, 20)	1.0
  (25, 0)	1.0
  (26, 11)	1.0
  (27, 26)	1.0
  (28, 27)	1.0
  (29, 2)	1.0
  (30, 25)	1.0
  (31, 34)	1.0
  (32, 7)	1.0
  (33, 17)	1.0
  (34, 34)	1.0
  (35, 35)	1.0
  (36, 13)	1.0
  (37, 6)	1.0
  (38, 3)	1.0
  (39, 14)	1.0
  (40, 14)	1.0
  (41, 32)	1.0
  (42, 29)	1.0
  (43, 19)	1.0"
107,MEJILLONES  con CHORIZO.txt,hola chicos hoy vamos a hacer unos mejillones con chorizo y chistorra pues esto chorizo y va a llevar un sofrito con una cebolla un pimiento rojo Pérez ajitos y lógica de la UNED y nada iba a llevar tal tus oliva virgen extra algo de picante y olé a poner si baja pero le podéis poner una está llenita o no pude la gana o nada tomate frito en este caso de bote porque no me da tiempo ni tengo ese y vino blanco vamos a empezar poniendo la cita ya tengo aquí todos primorosamente fijado que el vecino es una H m e enseguida la hacemos ya un poquito de sal y que vaya pochando ahora el pimiento y vamos a poner el chorizo el pequeñito que teníamos que lo he cortado todo lo que pudieron pequeñito es después de lijar crudos vamos a dejar que voy acercando a ella estaba el tío minutos después que filtra tienes que sufrir le vamos a poner ahora La Roda solamente utilizado media e quedamos otra vueltita vamos a poner 3 cucharadas de tomate frito le voy a poner primorosamente en limpio hoy el vecino ha currado pero de Bolivia y le ponemos una ratita,"['hol', 'chic', 'hoy', 'vam', 'hac', 'mejillon', 'choriz', 'chistorr', 'pues', 'choriz', 'va', 'llev', 'sofrit', 'ceboll', 'pimient', 'roj', 'perez', 'ajit', 'logic', 'uned', 'iba', 'llev', 'tal', 'oliv', 'virg', 'extra', 'picant', 'ole', 'pon', 'si', 'baj', 'pod', 'pon', 'llenit', 'pud', 'gan', 'tomat', 'frit', 'cas', 'bot', 'da', 'tiemp', 'vin', 'blanc', 'vam', 'empez', 'pon', 'cit', 'aqu', 'primor', 'fij', 'vecin', 'h', 'm', 'ensegu', 'hac', 'poquit', 'sal', 'vay', 'poch', 'ahor', 'pimient', 'vam', 'pon', 'choriz', 'pequeñit', 'cort', 'pud', 'pequeñit', 'despues', 'lij', 'crud', 'vam', 'dej', 'voy', 'acerc', 'tio', 'minut', 'despues', 'filtr', 'sufr', 'vam', 'pon', 'ahor', 'rod', 'sol', 'utiliz', 'medi', 'qued', 'vueltit', 'vam', 'pon', '3', 'cuchar', 'tomat', 'frit', 'voy', 'pon', 'primor', 'limpi', 'hoy', 'vecin', 'curr', 'bolivi', 'pon', 'ratit']","  (3, 2)	1.0
  (6, 0)	1.0
  (9, 0)	1.0
  (28, 1)	1.0
  (32, 1)	1.0
  (44, 2)	1.0
  (46, 1)	1.0
  (62, 2)	1.0
  (63, 1)	1.0
  (64, 0)	1.0
  (72, 2)	1.0
  (81, 2)	1.0
  (82, 1)	1.0
  (90, 2)	1.0
  (91, 1)	1.0
  (97, 1)	1.0
  (104, 1)	1.0"
108,Tortilla de Marisco _ Receta de Cocina en Familia.txt,Necesito que vamos a hacer hoy es una riquísima tortilla de mariscos y para hacer carísima tortilla tengo aquí lo siguiente ingredientes secos tamaño y 200 g del campo mediano pelado otros 200 gramos de langostinos 200 gramos de palitos de surimi 150 gramos de cebolla partida ya Y así pues tú solo todos los ingredientes se utiliza para hacer esta sabrosa y sobretodo riquísimas y le confieso a la hora le subo primero los palitos de surimi surimi para su los langostinos langostinos me gusta mirar Así con ese no era para que se vea o cuatro trozos no es necesario pequeño así era el campo que utilizan congelado tipo mediano que será para la presentación,"['necesit', 'vam', 'hac', 'hoy', 'riquisim', 'tortill', 'marisc', 'hac', 'carisim', 'tortill', 'aqu', 'siguient', 'ingredient', 'sec', 'tamañ', '200', 'g', 'camp', 'median', 'pel', '200', 'gram', 'langostin', '200', 'gram', 'palit', 'surimi', '150', 'gram', 'ceboll', 'part', 'asi', 'pues', 'sol', 'ingredient', 'utiliz', 'hac', 'sabros', 'sobretod', 'riquisim', 'confies', 'hor', 'sub', 'primer', 'palit', 'surimi', 'surimi', 'langostin', 'langostin', 'gust', 'mir', 'asi', 'vea', 'cuatr', 'troz', 'necesari', 'pequeñ', 'asi', 'camp', 'utiliz', 'congel', 'tip', 'median', 'present']","  (2, 4)	1.0
  (4, 9)	1.0
  (5, 11)	1.0
  (7, 4)	1.0
  (9, 11)	1.0
  (12, 5)	1.0
  (15, 0)	1.0
  (17, 2)	1.0
  (18, 7)	1.0
  (20, 0)	1.0
  (21, 3)	1.0
  (22, 6)	1.0
  (23, 0)	1.0
  (24, 3)	1.0
  (25, 8)	1.0
  (26, 10)	1.0
  (28, 3)	1.0
  (31, 1)	1.0
  (34, 5)	1.0
  (35, 12)	1.0
  (36, 4)	1.0
  (39, 9)	1.0
  (44, 8)	1.0
  (45, 10)	1.0
  (46, 10)	1.0
  (47, 6)	1.0
  (48, 6)	1.0
  (51, 1)	1.0
  (57, 1)	1.0
  (58, 2)	1.0
  (59, 12)	1.0
  (62, 7)	1.0"
109,Snacks de Garbanzos _ Receta de Cocina en Familia.txt,la receta qué va a hacer hoy yo no no rico es nada de garbanzo al horno y para ello tengo aquí los siguientes ingredientes tengo 300 gramos de garbanzo ya remojado está hinchada y lavanda para utilizar se puede utilizar reloj 5 minutos suscríbete para recibir las notificaciones,"['recet', 'va', 'hac', 'hoy', 'ric', 'garbanz', 'horn', 'ello', 'aqu', 'siguient', 'ingredient', '300', 'gram', 'garbanz', 'remoj', 'hinch', 'lavand', 'utiliz', 'pued', 'utiliz', 'reloj', '5', 'minut', 'suscribet', 'recib', 'notif']","  (0, 14)	1.0
  (1, 22)	1.0
  (2, 5)	1.0
  (3, 8)	1.0
  (4, 18)	1.0
  (5, 3)	1.0
  (6, 7)	1.0
  (7, 2)	1.0
  (8, 1)	1.0
  (9, 19)	1.0
  (10, 9)	1.0
  (11, 0)	1.0
  (12, 4)	1.0
  (13, 3)	1.0
  (14, 17)	1.0
  (15, 6)	1.0
  (16, 10)	1.0
  (17, 21)	1.0
  (18, 13)	1.0
  (19, 21)	1.0
  (20, 16)	1.0
  (22, 11)	1.0
  (23, 20)	1.0
  (24, 15)	1.0
  (25, 12)	1.0"
110,Saladitos de anchoa y paté de atún _ Receta de Cocina en Familia.txt,Hola Marce 1 saladitos de ancho y de paté de atún y lo ingredientes que necesitamos para hacer los saladitos una masa de hojaldre Está fresca pero se puede hacer También congelada una lata rellena de anchoa paté de atún y huevo para darle lonche te fue por encima eso es muy sentido Cómo preparar aportar esto se puede WhatsApp lo grande que se dice se va cortando así en tira por ejemplo ejemplo,"['hol', 'marc', '1', 'saladit', 'ancho', 'pat', 'atun', 'ingredient', 'necesit', 'hac', 'saladit', 'mas', 'hojaldr', 'fresc', 'pued', 'hac', 'congel', 'lat', 'rellen', 'ancho', 'pat', 'atun', 'huev', 'darl', 'lonch', 'encim', 'com', 'prepar', 'aport', 'pued', 'whatsapp', 'grand', 'dic', 'va', 'cort', 'asi', 'tir', 'ejempl', 'ejempl']","  (0, 15)	1.0
  (1, 20)	1.0
  (3, 27)	1.0
  (4, 0)	1.0
  (5, 23)	1.0
  (6, 3)	1.0
  (7, 17)	1.0
  (8, 22)	1.0
  (9, 13)	1.0
  (10, 27)	1.0
  (11, 21)	1.0
  (12, 14)	1.0
  (13, 11)	1.0
  (14, 25)	1.0
  (15, 13)	1.0
  (16, 5)	1.0
  (17, 18)	1.0
  (18, 26)	1.0
  (19, 0)	1.0
  (20, 23)	1.0
  (21, 3)	1.0
  (22, 16)	1.0
  (23, 7)	1.0
  (24, 19)	1.0
  (25, 10)	1.0
  (26, 4)	1.0
  (27, 24)	1.0
  (28, 1)	1.0
  (29, 25)	1.0
  (30, 30)	1.0
  (31, 12)	1.0
  (32, 8)	1.0
  (33, 29)	1.0
  (34, 6)	1.0
  (35, 2)	1.0
  (36, 28)	1.0
  (37, 9)	1.0
  (38, 9)	1.0"
111,Bicicletas y Marineras _ Receta de Cocina en Familia.txt,hoy día a preparar aquí Cómo se hace musical.ly en esta región 1 agresivos que están riquísimos que se hace una sala Villa las aralias la tengo le haya puesto que tenemos el video ya grabado de anterior y aquí tengo la ensaladilla preparada luego tengo una rasquiña que se me complicó largas Ojalá y que quiere mi hijo de p*** para coger y lo que voy a preparar una aperitivo Qué es así ya con ensaladilla que se llama bicicleta y aquí multiplicó una marinera de una rosquilla ensaladilla y la anchoa y también otra cosa que hoy no la vamos hacer que el Samy roja ensaladilla y Boquerón en vinagre que sería un Marinero iba a hacer bicicleta y marinera entonces cogemos la rosquilla Aquí tengo la anchoa en aceite de oliva la rosca y vamos a coger ensaladilla Nací con una cuchara y un tenedor,"['hoy', 'dia', 'prepar', 'aqu', 'com', 'hac', 'musical', 'ly', 'region', '1', 'agres', 'riquis', 'hac', 'sal', 'vill', 'arali', 'puest', 'vide', 'grab', 'anterior', 'aqu', 'ensaladill', 'prepar', 'lueg', 'rasquiñ', 'complic', 'larg', 'ojal', 'quier', 'hij', 'p', 'cog', 'voy', 'prepar', 'aperit', 'asi', 'ensaladill', 'llam', 'biciclet', 'aqu', 'multiplic', 'mariner', 'rosquill', 'ensaladill', 'ancho', 'cos', 'hoy', 'vam', 'hac', 'samy', 'roj', 'ensaladill', 'boqueron', 'vinagr', 'mariner', 'iba', 'hac', 'biciclet', 'mariner', 'entonc', 'cog', 'rosquill', 'aqu', 'ancho', 'aceit', 'oliv', 'rosc', 'vam', 'cog', 'ensaladill', 'nac', 'cuch', 'tenedor']","  (0, 6)	1.0
  (2, 8)	1.0
  (3, 1)	1.0
  (5, 5)	1.0
  (12, 5)	1.0
  (20, 1)	1.0
  (21, 4)	1.0
  (22, 8)	1.0
  (31, 3)	1.0
  (33, 8)	1.0
  (36, 4)	1.0
  (38, 2)	1.0
  (39, 1)	1.0
  (41, 7)	1.0
  (42, 9)	1.0
  (43, 4)	1.0
  (44, 0)	1.0
  (46, 6)	1.0
  (47, 10)	1.0
  (48, 5)	1.0
  (51, 4)	1.0
  (54, 7)	1.0
  (56, 5)	1.0
  (57, 2)	1.0
  (58, 7)	1.0
  (60, 3)	1.0
  (61, 9)	1.0
  (62, 1)	1.0
  (63, 0)	1.0
  (67, 10)	1.0
  (68, 3)	1.0
  (69, 4)	1.0"
112,Tortilla de Chanquete _ Receta de Cocina en Familia.txt,la receta y Marcelo y Enrique las tortillas Ángeles y para ello tengo aquí los siguientes ingredientes 4 huevos 250 gramos de San Quintín un diente de ajo troceado una hoja de perejil cortadas con la tijera aceite de 04 y ya esos son ingredientes que voy a utilizar para hacer esa rica tortilla chanchi te quiero decir que el jefe no es lavado debajo del Grifo en una en un escurridera no en un colador grande porque si se lava en una corredera Nos quedamos sin ninguno se enojó elabora el fregadero objeto es marico demasiado fino Entonces lo de lavado dentro de un colador escurridor y él se haya preparado para utilizar esto es rapidísimo se hace y cerámica tortillas empieza por B huevo aquí son los huevos no separó yema y Clara los vatos juntos yema y Clara juntas con esa cantidad de obra una tortilla para un par de personas,"['recet', 'marcel', 'enriqu', 'tortill', 'angel', 'ello', 'aqu', 'siguient', 'ingredient', '4', 'huev', '250', 'gram', 'san', 'quintin', 'dient', 'ajo', 'troc', 'hoj', 'perejil', 'cort', 'tijer', 'aceit', '04', 'ingredient', 'voy', 'utiliz', 'hac', 'ric', 'tortill', 'chanchi', 'quier', 'dec', 'jef', 'lav', 'debaj', 'grif', 'escurrider', 'colador', 'grand', 'si', 'lav', 'correder', 'qued', 'ningun', 'enoj', 'elabor', 'fregader', 'objet', 'maric', 'demasi', 'fin', 'entonc', 'lav', 'dentr', 'colador', 'escurridor', 'prepar', 'utiliz', 'rapidisim', 'hac', 'ceram', 'tortill', 'empiez', 'b', 'huev', 'aqu', 'huev', 'separ', 'yem', 'clar', 'vat', 'junt', 'yem', 'clar', 'junt', 'cantid', 'obra', 'tortill', 'par', 'person']","  (3, 8)	1.0
  (6, 0)	1.0
  (8, 5)	1.0
  (10, 4)	1.0
  (24, 5)	1.0
  (26, 9)	1.0
  (27, 3)	1.0
  (29, 8)	1.0
  (34, 7)	1.0
  (38, 2)	1.0
  (41, 7)	1.0
  (53, 7)	1.0
  (55, 2)	1.0
  (58, 9)	1.0
  (60, 3)	1.0
  (62, 8)	1.0
  (65, 4)	1.0
  (66, 0)	1.0
  (67, 4)	1.0
  (69, 10)	1.0
  (70, 1)	1.0
  (72, 6)	1.0
  (73, 10)	1.0
  (74, 1)	1.0
  (75, 6)	1.0
  (78, 8)	1.0"
113,Paté de anchoas _ Receta de Cocina en Familia.txt,Oigan a preparar un paté de autor para preparar Pantera necesitamos sin gramos de mantequilla aquí puesto de esta diferencia entre una lata de aceite una lata de anchoas con el aceite el aceite y la mantequilla,"['oig', 'prepar', 'pat', 'autor', 'prepar', 'panter', 'necesit', 'gram', 'mantequill', 'aqu', 'puest', 'diferent', 'lat', 'aceit', 'lat', 'ancho', 'aceit', 'aceit', 'mantequill']","  (0, 9)	1.0
  (1, 12)	1.0
  (2, 11)	1.0
  (3, 3)	1.0
  (4, 12)	1.0
  (5, 10)	1.0
  (6, 8)	1.0
  (7, 5)	1.0
  (8, 7)	1.0
  (9, 2)	1.0
  (10, 13)	1.0
  (11, 4)	1.0
  (12, 6)	1.0
  (13, 0)	1.0
  (14, 6)	1.0
  (15, 1)	1.0
  (16, 0)	1.0
  (17, 0)	1.0
  (18, 7)	1.0"
114,LOMBARDA con manzana 🍎.txt,hola chicos para manzanas y presa también vamos a necesitar aceite de oliva virgen extra vinagre normal y corriente de vino sal de queso forman los hijitos y enseguida la cebolla que la ha cortado en horitas Juliana o os apetece un poquito dejan y vamos a dejar de coche tranquilamente es aplicar la primera capa de fuera la voy a cortar primero por la mitad qué chula blanca y dura así ya la tengo parece que no cabe pero luego le va a sobrar bonita del ahora nos vamos a poner un poco de estar y ya vamos a ir dando una vueltecita como unos 100 ml más o menos de vinagre lo pongo a tope y cuando deje de app skaravinagre que llevara un par de minuto y pues nada le ponemos una tapita y que se haga es tu propio que y bajamos el fuego claro como a la mitad 15 minutitos cocer la lombarda vamos a tomar acostar nadie hasta la mitad de almendras no la sartén sin nada sin nada de grasas y decir y mira qué color más bonito ha cogido el momento lo vamos a retirar un ratito la manzana se ha desintegrado la primera que le pusimos está por ahí dentro tenemos los daditos de queso vamos a poner unas almendritas así por encima las manzanita que mirar qué monos han quedado me estoy quemando pero bueno un poquito de cebollino fresco y ya está y a disfrutar y nada y espero que os guste tanto como a nosotros,"['hol', 'chic', 'manzan', 'pres', 'vam', 'necesit', 'aceit', 'oliv', 'virg', 'extra', 'vinagr', 'normal', 'corrient', 'vin', 'sal', 'ques', 'form', 'hijit', 'ensegu', 'ceboll', 'cort', 'horit', 'julian', 'apetec', 'poquit', 'dej', 'vam', 'dej', 'coch', 'tranquil', 'aplic', 'primer', 'cap', 'voy', 'cort', 'primer', 'mit', 'chul', 'blanc', 'dur', 'asi', 'parec', 'cab', 'lueg', 'va', 'sobr', 'bonit', 'ahor', 'vam', 'pon', 'vam', 'ir', 'dand', 'vueltecit', '100', 'ml', 'men', 'vinagr', 'pong', 'top', 'dej', 'app', 'skaravinagr', 'llev', 'par', 'minut', 'pues', 'pon', 'tapit', 'hag', 'propi', 'baj', 'fueg', 'clar', 'mit', '15', 'minutit', 'coc', 'lombard', 'vam', 'tom', 'acost', 'nadi', 'mit', 'almendr', 'sarten', 'gras', 'dec', 'mir', 'color', 'bonit', 'cog', 'moment', 'vam', 'retir', 'ratit', 'manzan', 'desintegr', 'primer', 'pus', 'ahi', 'dentr', 'dadit', 'ques', 'vam', 'pon', 'unas', 'almendrit', 'asi', 'encim', 'manzanit', 'mir', 'mon', 'qued', 'quem', 'buen', 'poquit', 'cebollin', 'fresc', 'disfrut', 'esper', 'gust']","  (4, 4)	1.0
  (25, 0)	1.0
  (26, 4)	1.0
  (27, 0)	1.0
  (31, 3)	1.0
  (35, 3)	1.0
  (36, 1)	1.0
  (48, 4)	1.0
  (49, 2)	1.0
  (50, 4)	1.0
  (60, 0)	1.0
  (67, 2)	1.0
  (74, 1)	1.0
  (79, 4)	1.0
  (83, 1)	1.0
  (93, 4)	1.0
  (98, 3)	1.0
  (104, 4)	1.0
  (105, 2)	1.0"
115,MEJILLONES al ajillo _ Aperitivo  fácil y rápido ‼️.txt,hola chicos no os vais a creer lo rapidísimo que se hace esto aperitivo lo primero vamos a Damián otros hijos gatitos es un decir porque son hermosos cucharadita de café y mitad de harina como que vamos a tratar un poquito y ahora un poquito de pimentón de la Vera esto ya sabe a más pobres y se acabó el revuelto la cosa eh comprar que lo vais a necesitar para estos salchichas son como las,"['hol', 'chic', 'vais', 'cre', 'rapidisim', 'hac', 'aperit', 'primer', 'vam', 'damian', 'hij', 'gatit', 'dec', 'hermos', 'cucharadit', 'caf', 'mit', 'harin', 'vam', 'trat', 'poquit', 'ahor', 'poquit', 'pimenton', 'ver', 'sab', 'pobr', 'acab', 'revuelt', 'cos', 'eh', 'compr', 'vais', 'necesit', 'salchich']","  (0, 17)	1.0
  (1, 4)	1.0
  (2, 29)	1.0
  (3, 7)	1.0
  (4, 24)	1.0
  (5, 13)	1.0
  (6, 2)	1.0
  (7, 23)	1.0
  (8, 30)	1.0
  (9, 9)	1.0
  (10, 16)	1.0
  (11, 12)	1.0
  (12, 10)	1.0
  (13, 15)	1.0
  (14, 8)	1.0
  (15, 3)	1.0
  (16, 18)	1.0
  (17, 14)	1.0
  (18, 30)	1.0
  (19, 28)	1.0
  (20, 22)	1.0
  (21, 1)	1.0
  (22, 22)	1.0
  (23, 20)	1.0
  (24, 31)	1.0
  (25, 26)	1.0
  (26, 21)	1.0
  (27, 0)	1.0
  (28, 25)	1.0
  (29, 6)	1.0
  (30, 11)	1.0
  (31, 5)	1.0
  (32, 29)	1.0
  (33, 19)	1.0
  (34, 27)	1.0"
116,Tortilla de Patatas con Chorizo _ Receta de Cocina en Familia.txt,es una rica tortilla de patatas con chorizo para ello siguiente ingrediente suscríbete para recibir las notificaciones,"['ric', 'tortill', 'patat', 'choriz', 'ello', 'siguient', 'ingredient', 'suscribet', 'recib', 'notif']","  (0, 6)	1.0
  (1, 9)	1.0
  (2, 4)	1.0
  (3, 0)	1.0
  (4, 1)	1.0
  (5, 7)	1.0
  (6, 2)	1.0
  (7, 8)	1.0
  (8, 5)	1.0
  (9, 3)	1.0"
117,"Ensalada de ARROZ ,fácil, saludable y deliciosa ‼️.txt",hola chicos ya va haciendo calorcito y ese nada vamos a hacer una de arroz este subo que es especial para ensalada arroz salvaje pero vamos al salón y segundo de siempre cuando llegues manda vamos a pasar aquí queda un cacharrito que tenga tapa y lo vamos a reservar para después y aquí tengo unas cuantas negras y mira que suelta que haga,"['hol', 'chic', 'va', 'hac', 'calorcit', 'vam', 'hac', 'arroz', 'sub', 'especial', 'ensal', 'arroz', 'salvaj', 'vam', 'salon', 'segund', 'siempr', 'lleg', 'mand', 'vam', 'pas', 'aqu', 'qued', 'cacharrit', 'tap', 'vam', 'reserv', 'despues', 'aqu', 'unas', 'cuant', 'negr', 'mir', 'suelt', 'hag']","  (0, 11)	1.0
  (1, 4)	1.0
  (2, 27)	1.0
  (3, 9)	1.0
  (4, 3)	1.0
  (5, 28)	1.0
  (6, 9)	1.0
  (7, 1)	1.0
  (8, 23)	1.0
  (9, 8)	1.0
  (10, 7)	1.0
  (11, 1)	1.0
  (12, 20)	1.0
  (13, 28)	1.0
  (14, 19)	1.0
  (15, 21)	1.0
  (16, 22)	1.0
