,Titulo,Texto,textoPLN,tf-idf
  (3, 4)	1.0
  (4, 6)	1.0
  (6, 7)	1.0
  (16, 4)	1.0
  (17, 6)	1.0
  (37, 5)	1.0
  (47, 1)	1.0
  (53, 2)	1.0
  (54, 3)	1.0
  (59, 1)	1.0
  (64, 2)	1.0
  (65, 3)	1.0
  (69, 0)	1.0
  (70, 7)	1.0
  (71, 1)	1.0
  (74, 6)	1.0
  (75, 7)	1.0
  (76, 2)	1.0
  (83, 1)	1.0
  (85, 7)	1.0
  (89, 1)	1.0
  (92, 1)	1.0
  (93, 0)	1.0
  (100, 2)	1.0
  (101, 0)	1.0
  (104, 1)	1.0
  (110, 5)	1.0
  (118, 6)	1.0
  (119, 1)	1.0
  (126, 5)	1.0
  (127, 0)	1.0
  (132, 1)	1.0
  (133, 4)	1.0
  (137, 4)	1.0
  (142, 5)	1.0
  (145, 1)	1.0
  (146, 4)	1.0
  (149, 2)	1.0
  (157, 0)	1.0
  (160, 0)	1.0
  (161, 7)	1.0
  (163, 7)	1.0
  (167, 3)	1.0
  (173, 3)	1.0
  (174, 0)	1.0
  (191, 6)	1.0"
64,Berenjenas rellenas de pollo.txt,Hola buenas hoy voy a preparar unas berenjenas rellenas de pollo los ingredientes que yo y sales eran dos berenjenas dos pechugas de pollo 4 lonchas de queso una cebolla un huevo queso rallado tomate triturado sal un poquito de azúcar orégano pimienta negra y aceite de oliva y ahora contaremos las berenjenas y las vas y haremos bien yo ya tengo las berenjenas vacías que hoy ni las he calentado ni nada las Heras llegó la ayuda de un vaciado Ah pues ahora ya cortaremos la pechuga de pollo trocitos pequeños Pues cuando el aceite ya esté un poquito caliente lo primero que haremos será cebolla rallada y veremos un poquito pues pasado 2 minutos y medio Cuando llegamos bien yo le sale el huevo cuando ya lo tengamos bien movido Cuándo llegas tengamos todas,"['hol', 'buen', 'hoy', 'voy', 'prepar', 'unas', 'berenjen', 'rellen', 'poll', 'ingredient', 'sal', 'dos', 'berenjen', 'dos', 'pechug', 'poll', '4', 'lonch', 'ques', 'ceboll', 'huev', 'ques', 'rall', 'tomat', 'tritur', 'sal', 'poquit', 'azuc', 'oregan', 'pimient', 'negr', 'aceit', 'oliv', 'ahor', 'cont', 'berenjen', 'vas', 'har', 'bien', 'berenjen', 'vac', 'hoy', 'calent', 'her', 'lleg', 'ayud', 'vaci', 'ah', 'pues', 'ahor', 'cort', 'pechug', 'poll', 'trocit', 'pequeñ', 'pues', 'aceit', 'poquit', 'calient', 'primer', 'har', 'ceboll', 'rall', 'ver', 'poquit', 'pues', 'pas', '2', 'minut', 'medi', 'lleg', 'bien', 'sal', 'huev', 'bien', 'mov', 'cuand', 'lleg', 'tod']","  (2, 7)	1.0
  (6, 2)	1.0
  (8, 11)	1.0
  (10, 16)	1.0
  (11, 5)	1.0
  (12, 2)	1.0
  (13, 5)	1.0
  (14, 10)	1.0
  (15, 11)	1.0
  (18, 14)	1.0
  (19, 4)	1.0
  (20, 8)	1.0
  (21, 14)	1.0
  (22, 15)	1.0
  (25, 16)	1.0
  (26, 12)	1.0
  (31, 0)	1.0
  (33, 1)	1.0
  (35, 2)	1.0
  (37, 6)	1.0
  (38, 3)	1.0
  (39, 2)	1.0
  (41, 7)	1.0
  (44, 9)	1.0
  (48, 13)	1.0
  (49, 1)	1.0
  (51, 10)	1.0
  (52, 11)	1.0
  (55, 13)	1.0
  (56, 0)	1.0
  (57, 12)	1.0
  (60, 6)	1.0
  (61, 4)	1.0
  (62, 15)	1.0
  (64, 12)	1.0
  (65, 13)	1.0
  (70, 9)	1.0
  (71, 3)	1.0
  (72, 16)	1.0
  (73, 8)	1.0
  (74, 3)	1.0
  (77, 9)	1.0"
65,ARROZ CON POLLO🍄🐓🥘 Y REBOLLONES (en olla).txt,hoy preparamos arroz con pollo y repollo le tenemos una rebollones bien limpio unos Trozos de pollo pastilla de caldo de carne concentrado pimiento rojo en conserva guisante cebollas al azafrán 500 f l casero arroz caldo de verduras y aceite tenemos ya sal pimienta del pollo y ahora lo vamos a freír y lo lograremos que le pone la piel a un poco de tomate frito y pimiento rojo creo que aguante ahora vamos a ir el pollo que ya lo tenemos bien doraditos troceado media cebolla frito el pollo felicita la cebolla se la vamos a ir a la cazuela ingredientes a continuación vamos a seguir en la misma sartén donde hemos frito todo lo anterior le echaremos un poquito de sal los leones de San críticos ahora los añadimos a la cazuela estético lo guardaremos para sofreír luego el arroz vamos ahora a preparar el caldo con el que vamos a hacer el arroz Entonces tenemos aquí el caldo de verduras o de pollo como prefiráis Leaño están luz pastilla de caldo de carne concentrado y un poco de sal ahora le voy a ir unas hebras de azafrán y que tostar un poquito y añadimos también colorante lo probaremos saber si está bien déjalo tenemos tener un poquito más el caldo es como yo lo voy a hacer en olla en una olla que no pierde nada de agua pues es un poquito menos del doble cero si lo haces en paella quién consume agua entonces hay que poner el doble de agua de arroz más un poquito más de agua un poco más de una vez tenemos ya bien condimentado el caldo se lo vamos a ir a la cazuela donde tenemos todos los ingredientes tengo el puesto en la olla el aceitico de haber frito todos los ingredientes añadidos Laura el arroz y lo vamos a referir Mientras tanto estamos calentando bien la cazuela donde teníamos que el caldo y todos los ingredientes para añadirlo a la olla bien calentito ya tenemos robado el arroz ahora le añadimos todo esto,"['hoy', 'prepar', 'arroz', 'poll', 'repoll', 'rebollon', 'bien', 'limpi', 'troz', 'poll', 'pastill', 'cald', 'carn', 'concentr', 'pimient', 'roj', 'conserv', 'guisant', 'ceboll', 'azafran', '500', 'f', 'l', 'caser', 'arroz', 'cald', 'verdur', 'aceit', 'sal', 'pimient', 'poll', 'ahor', 'vam', 'freir', 'logr', 'pon', 'piel', 'tomat', 'frit', 'pimient', 'roj', 'cre', 'aguant', 'ahor', 'vam', 'ir', 'poll', 'bien', 'doradit', 'troc', 'medi', 'ceboll', 'frit', 'poll', 'felicit', 'ceboll', 'vam', 'ir', 'cazuel', 'ingredient', 'continu', 'vam', 'segu', 'mism', 'sarten', 'frit', 'anterior', 'echar', 'poquit', 'sal', 'leon', 'san', 'critic', 'ahor', 'añad', 'cazuel', 'estet', 'guard', 'sofreir', 'lueg', 'arroz', 'vam', 'ahor', 'prepar', 'cald', 'vam', 'hac', 'arroz', 'entonc', 'aqu', 'cald', 'verdur', 'poll', 'prefir', 'leañ', 'luz', 'pastill', 'cald', 'carn', 'concentr', 'sal', 'ahor', 'voy', 'ir', 'unas', 'hebr', 'azafran', 'tost', 'poquit', 'añad', 'color', 'prob', 'sab', 'si', 'bien', 'dejal', 'ten', 'poquit', 'cald', 'voy', 'hac', 'olla', 'olla', 'pierd', 'agu', 'pues', 'poquit', 'men', 'dobl', 'cer', 'si', 'hac', 'paell', 'quien', 'consum', 'agu', 'entonc', 'pon', 'dobl', 'agu', 'arroz', 'poquit', 'agu', 'vez', 'bien', 'condiment', 'cald', 'vam', 'ir', 'cazuel', 'ingredient', 'puest', 'olla', 'aceit', 'hab', 'frit', 'ingredient', 'añad', 'laur', 'arroz', 'vam', 'refer', 'mientr', 'calent', 'bien', 'cazuel', 'cald', 'ingredient', 'añad', 'olla', 'bien', 'calentit', 'rob', 'arroz', 'ahor', 'añad']","  (2, 2)	1.0
  (3, 11)	1.0
  (6, 4)	1.0
  (9, 11)	1.0
  (11, 5)	1.0
  (24, 2)	1.0
  (25, 5)	1.0
  (30, 11)	1.0
  (31, 1)	1.0
  (32, 13)	1.0
  (38, 7)	1.0
  (43, 1)	1.0
  (44, 13)	1.0
  (45, 9)	1.0
  (46, 11)	1.0
  (47, 4)	1.0
  (52, 7)	1.0
  (53, 11)	1.0
  (56, 13)	1.0
  (57, 9)	1.0
  (58, 6)	1.0
  (59, 8)	1.0
  (61, 13)	1.0
  (65, 7)	1.0
  (68, 12)	1.0
  :	:
  (140, 2)	1.0
  (141, 12)	1.0
  (142, 0)	1.0
  (144, 4)	1.0
  (146, 5)	1.0
  (147, 13)	1.0
  (148, 9)	1.0
  (149, 6)	1.0
  (150, 8)	1.0
  (152, 10)	1.0
  (155, 7)	1.0
  (156, 8)	1.0
  (157, 3)	1.0
  (159, 2)	1.0
  (160, 13)	1.0
  (164, 4)	1.0
  (165, 6)	1.0
  (166, 5)	1.0
  (167, 8)	1.0
  (168, 3)	1.0
  (169, 10)	1.0
  (170, 4)	1.0
  (173, 2)	1.0
  (174, 1)	1.0
  (175, 3)	1.0"
66,"Espaguetis a la carbonara receta original, SIN NATA, muy facil.txt",Hola amigos hoy tenemos espaguetis a la carbonara receta original nada de nata bacon y cosas extrañas La Auténtica espaguetis a la carbonara Así que si quieres ver la receta no te pela servicio Porque empezamos a lo primero que vamos hacer es fácil las tiras de panceta en trocitos muy pequeñitos así trocitos de boca con todos los Trozos de panceta cortado a la lo que vamos hacer es separar la Clara de la yema con todo separado el siguiente paso es muy sencillo vamos a incorporar el queso rallado queso parmesano la carbonara original lleva pecorino pero como más difícil de conseguir echado queso parmesano ya lo que vamos hacer es remover no hasta que nos quede una masa homogénea una vez incorporado lo que vamos hacer es reservado para mientras que ponemos agua coser en una sartén aparte vamos a freír nuestra panceta no echamos nada aceite la panceta más soltar su propio aceite y yo lo que si las Ya dimos es un poquito de Santa Vamos a hacer nuestra parte está en condiciones así hasta que la tengamos bien fritas una vez que tengamos la panceta bien frita la vamos a retirar cuando el agua empieza a hervir vamos a introducir los espaguetis y vamos a dejar que ellos mismos se van introduciendo por el efecto del calor del agua y lo vamos a tener cociendo aproximadamente entre 9:11 que los que nos recomienda El fabricante joven gales añadimos un poquito de sal y que van en concierto cuando ya tengamos los espaguetis listos lo que vamos a hacer en San Carlos y directamente estar los de la SAT en dónde tenemos la panceta ya vamos hacerlo durante un par de minutos la temperatura en formosa 1346 pasado el tiempo de salteado lo que vamos a hacer es retirar la sartén del fuego y la colocamos sobre una tabla de madera veamos un poquito sobre la mezcla que teníamos del huevo vamos a echar pimienta negra molida un poquito de sal y un poquito de agua de la cocción y ahora sin pagar remover vamos a ir al Iker ando un poco está mezcla la vamos a dejar una salsa espesita pero tirando a líquida no tenemos que dejar de remover para que no se nos guaje del huevo añadimos un poquito más de caldo de la cocción y seguimos removiendo y arrancó la mezcla dijeran a lo que vamos hacer es incorporarse a nuestro se pague ti y vamos a mover hasta que nos quede una mezcla de espaguetis bien jugosa es importante que no dejéis de remover ellos ayudan a estar el caldo de la cocción muchísimo Mejor vamos a intentar que el huevo no cuaje y añadimos un poquito más de caldo y seguimos removiendo con esta receta prima vais hacer brazo así de facilitó muy bien Nos tienen que quedar bien jugosos brisket bien jugoso ya tenemos la mezcla de los espaguetis a la carbonara receta original y disfrutamos,"['hol', 'amig', 'hoy', 'espaguetis', 'carbon', 'recet', 'original', 'nat', 'bacon', 'cos', 'extrañ', 'autent', 'espaguetis', 'carbon', 'asi', 'si', 'quier', 'ver', 'recet', 'pel', 'servici', 'empez', 'primer', 'vam', 'hac', 'facil', 'tir', 'pancet', 'trocit', 'pequeñit', 'asi', 'trocit', 'boc', 'troz', 'pancet', 'cort', 'vam', 'hac', 'separ', 'clar', 'yem', 'separ', 'siguient', 'pas', 'sencill', 'vam', 'incorpor', 'ques', 'rall', 'ques', 'parmesan', 'carbon', 'original', 'llev', 'pecorin', 'dificil', 'consegu', 'echad', 'ques', 'parmesan', 'vam', 'hac', 'remov', 'qued', 'mas', 'homogene', 'vez', 'incorpor', 'vam', 'hac', 'reserv', 'mientr', 'pon', 'agu', 'cos', 'sarten', 'apart', 'vam', 'freir', 'pancet', 'echam', 'aceit', 'pancet', 'solt', 'propi', 'aceit', 'si', 'dim', 'poquit', 'sant', 'vam', 'hac', 'part', 'condicion', 'asi', 'bien', 'frit', 'vez', 'pancet', 'bien', 'frit', 'vam', 'retir', 'agu', 'empiez', 'herv', 'vam', 'introduc', 'espaguetis', 'vam', 'dej', 'mism', 'van', 'introduc', 'efect', 'calor', 'agu', 'vam', 'ten', 'coc', 'aproxim', '9', '11', 'recomiend', 'fabric', 'jov', 'gal', 'añad', 'poquit', 'sal', 'van', 'conciert', 'espaguetis', 'list', 'vam', 'hac', 'san', 'carl', 'direct', 'sat', 'dond', 'pancet', 'vam', 'hac', 'par', 'minut', 'temperatur', 'formos', '1346', 'pas', 'tiemp', 'salt', 'vam', 'hac', 'retir', 'sarten', 'fueg', 'coloc', 'tabl', 'mader', 'veam', 'poquit', 'mezcl', 'huev', 'vam', 'echar', 'pimient', 'negr', 'mol', 'poquit', 'sal', 'poquit', 'agu', 'coccion', 'ahor', 'pag', 'remov', 'vam', 'ir', 'iker', 'ando', 'mezcl', 'vam', 'dej', 'sals', 'espesit', 'tir', 'liqu', 'dej', 'remov', 'guaj', 'huev', 'añad', 'poquit', 'cald', 'coccion', 'segu', 'remov', 'arranc', 'mezcl', 'dijer', 'vam', 'hac', 'incorpor', 'pag', 'vam', 'mov', 'qued', 'mezcl', 'espaguetis', 'bien', 'jugos', 'import', 'dej', 'remov', 'ayud', 'cald', 'coccion', 'muchisim', 'mejor', 'vam', 'intent', 'huev', 'cuaj', 'añad', 'poquit', 'cald', 'segu', 'remov', 'recet', 'prim', 'vais', 'hac', 'braz', 'asi', 'facilit', 'bien', 'qued', 'bien', 'jugos', 'brisket', 'bien', 'jugos', 'mezcl', 'espaguetis', 'carbon', 'recet', 'original', 'disfrut']","  (3, 1)	1.0
  (12, 1)	1.0
  (23, 7)	1.0
  (24, 2)	1.0
  (27, 4)	1.0
  (34, 4)	1.0
  (36, 7)	1.0
  (37, 2)	1.0
  (45, 7)	1.0
  (60, 7)	1.0
  (61, 2)	1.0
  (62, 6)	1.0
  (68, 7)	1.0
  (69, 2)	1.0
  (77, 7)	1.0
  (79, 4)	1.0
  (82, 4)	1.0
  (88, 5)	1.0
  (90, 7)	1.0
  (91, 2)	1.0
  (95, 0)	1.0
  (98, 4)	1.0
  (99, 0)	1.0
  (101, 7)	1.0
  (106, 7)	1.0
  :	:
  (171, 5)	1.0
  (176, 6)	1.0
  (177, 7)	1.0
  (181, 3)	1.0
  (182, 7)	1.0
  (189, 6)	1.0
  (193, 5)	1.0
  (197, 6)	1.0
  (199, 3)	1.0
  (201, 7)	1.0
  (202, 2)	1.0
  (205, 7)	1.0
  (208, 3)	1.0
  (209, 1)	1.0
  (210, 0)	1.0
  (214, 6)	1.0
  (220, 7)	1.0
  (225, 5)	1.0
  (228, 6)	1.0
  (232, 2)	1.0
  (236, 0)	1.0
  (238, 0)	1.0
  (241, 0)	1.0
  (243, 3)	1.0
  (244, 1)	1.0"
67,Esta tortilla te dejara con la boca abierta ¡COMPRUEBALO!.txt,Vamos vamos vamos vamos vamos vamos mira mira escándalo brutal una pizca de sal y lo vamos a conciencia de que vamos hacer la tortilla ponemos temperatura medio alta y echamos una cucharada de aceite de oliva virgen extra temperatura de 10 g y así hasta que tengamos una tortilla francesa con la ayuda de nuestro la partimos para que ocupe toda la base de la sartén y que no salga redonda La retirada un plato Así que cogemos y la reservamos para ello echamos un poco de aceite y añadimos la carne picada de pollo junto con un poquito de pimienta blanca de sal orégano con la con cariño un poquito,"['vam', 'vam', 'vam', 'vam', 'vam', 'vam', 'mir', 'mir', 'escandal', 'brutal', 'pizc', 'sal', 'vam', 'concienci', 'vam', 'hac', 'tortill', 'pon', 'temperatur', 'medi', 'alta', 'echam', 'cuchar', 'aceit', 'oliv', 'virg', 'extra', 'temperatur', '10', 'g', 'asi', 'tortill', 'frances', 'ayud', 'part', 'ocup', 'tod', 'bas', 'sarten', 'salg', 'redond', 'retir', 'plat', 'asi', 'cog', 'reserv', 'ello', 'echam', 'aceit', 'añad', 'carn', 'pic', 'poll', 'junt', 'poquit', 'pimient', 'blanc', 'sal', 'oregan', 'cariñ', 'poquit']","  (0, 8)	1.0
  (1, 8)	1.0
  (2, 8)	1.0
  (3, 8)	1.0
  (4, 8)	1.0
  (5, 8)	1.0
  (6, 3)	1.0
  (7, 3)	1.0
  (11, 5)	1.0
  (12, 8)	1.0
  (14, 8)	1.0
  (16, 7)	1.0
  (18, 6)	1.0
  (21, 2)	1.0
  (23, 0)	1.0
  (27, 6)	1.0
  (30, 1)	1.0
  (31, 7)	1.0
  (43, 1)	1.0
  (47, 2)	1.0
  (48, 0)	1.0
  (54, 4)	1.0
  (57, 5)	1.0
  (60, 4)	1.0"
68,FIDEUÁ DE POLLO🐓👍 Y VERDURAS.txt,voy a preparar sí lengua de pollo para ello necesito pechuga de pollo también se puede hacer con Trozos de pollo normal pero yo en esta ocasión estado por pechuga haremos un caldo de pollo y para yo necesito una patatita un puerro unos esqueletos de pollo un hueso de ternera zanahoria necesito aceite fideos para fideuá tomate frito casero colorantes al pimiento rojo y verde cebolla ajo zanahoria y champiñones para preparar el caldo de pollo hemos puesto en la olla los esqueletos de pollo un hueso de ternera una esquinita de Tajo bajo que tenía y la zanahoria y puerro y la patata hemos añadido ya ni lo hemos cubierto todo bien de agua ahora esperaremos a que a que hierva para reservarlo para quitarle la espuma que se forma por encima pondremos la tapa esperaremos a que salga mucho vapor por la chimenea y pondremos la válvula cuándo suben las tres rayitas lo tendremos unos 20 minutos ya tenemos cocido el caldo de pollo para nuestra fideuá Aunque si no tenés caldo de pollo también por eso nadie Simplemente agua pero bueno es que así estará más rico Ahora vamos a colar el caldo una cazuela y lo probaremos de sal a ver qué tal está y aquí tenemos ya poblado y probadores al nuestro caldo de pollo ahora lo reservaremos para más tarde analizando las ideas nos hemos cortado una de las pechugas atajos ahora los al haremos hilo adoraremos en la tercera ronda demos la sirena hemos puesto Ya sé este cuando esté calentito por su meteremos la lechuga y la freire más bien una vez que tengamos siempre nos retiraremos hay clases nos referimos ya tenemos dorados los trópicos del pollo ahora en la misma cartera con el mismo aceite para que tenga sabor Rico también del pollo vamos a freír las verduras es decir media cebolla un trocito de pimiento rojo un pimiento verde un diente de ajo y las dos zanahorias están a medio fresa daría las verduritas hemos puesto sal y cuando él tenga fritas añadiremos los champiñones que hemos lavado y los hemos cortado en láminas por esforzarnos como como más os apetece a mí me gustan más láminas pero ahora vamos a esperar a que se hagan las verduritas ya tenemos que tener verduritas Así que ahora vamos a incorporar el champiñón dejaremos que se fría bien el champiñón y continuaremos vernos ya estás listo también los champiñones ahora Ya dimos una llamadita pequeña de tomate frito fácil simplemente removeremos y añadiremos los trocitos de pollo este sería todo el año de nuestras ideas a continuación añadiremos los fideos y los referimos un poco con todos estos ingredientes una vez tenemos preparado el fideo lo vamos a Yadira la cartera y lo vamos a referir con todos los ingredientes lo removemos bien para que se resfría ya continuas Sión añadiremos caldo que lo tenemos caliente hay que Añadir no estando caliente normalmente yo le pones el doble de caldo que decidió yo he añadido ahora 4 casos aproximadamente pero si veo que se queda seco Añadir y alguno más siempre estando el caldo caliente ahora voy a ponerle un poquitín decolorante y dejándolo a fuego no muy fuerte Lo vamos a tener unos 20 minutos aproximadamente depende del fideo lleva ya 10 minutos haciendo el video de momentos no voy a echarle más caldo porque veo que tienes todavía suficiente el fideo ya está engordando y tenemos que ir probando el fideo para ver si está nuestro gusto si está ya cocido si le falta un poco pero ya sabes que las ideas no tiene que quedar caldo de manera que tener cuidado con el que Charles desde un principio es mejor ir añadiendo poquito a poco si hiciera falta vamos a esperar a que termine de hacerse así tenemos ya finalizada nuestra si debo a veces te queda cerquita pero el fideo completamente suelto y este respecto,"['voy', 'prepar', 'lengu', 'poll', 'ello', 'necesit', 'pechug', 'poll', 'pued', 'hac', 'troz', 'poll', 'normal', 'ocasion', 'pechug', 'har', 'cald', 'poll', 'necesit', 'patatit', 'puerr', 'esquelet', 'poll', 'hues', 'terner', 'zanahori', 'necesit', 'aceit', 'fide', 'fideu', 'tomat', 'frit', 'caser', 'color', 'pimient', 'roj', 'verd', 'ceboll', 'ajo', 'zanahori', 'champiñon', 'prepar', 'cald', 'poll', 'puest', 'olla', 'esquelet', 'poll', 'hues', 'terner', 'esquinit', 'taj', 'baj', 'zanahori', 'puerr', 'patat', 'añad', 'cubiert', 'bien', 'agu', 'ahor', 'esper', 'hierv', 'reserv', 'quit', 'espum', 'form', 'encim', 'pondr', 'tap', 'esper', 'salg', 'vapor', 'chimene', 'pondr', 'valvul', 'cuand', 'sub', 'tres', 'rayit', '20', 'minut', 'coc', 'cald', 'poll', 'fideu', 'aunqu', 'si', 'tenes', 'cald', 'poll', 'nadi', 'simplement', 'agu', 'buen', 'asi', 'ric', 'ahor', 'vam', 'col', 'cald', 'cazuel', 'prob', 'sal', 'ver', 'tal', 'aqu', 'pobl', 'probador', 'cald', 'poll', 'ahor', 'reserv', 'tard', 'analiz', 'ide', 'cort', 'pechug', 'ataj', 'ahor', 'har', 'hil', 'ador', 'tercer', 'rond', 'dem', 'siren', 'puest', 'se', 'calentit', 'met', 'lechug', 'freir', 'bien', 'vez', 'siempr', 'retir', 'clas', 'refer', 'dor', 'tropic', 'poll', 'ahor', 'mism', 'carter', 'mism', 'aceit', 'sabor', 'ric', 'poll', 'vam', 'freir', 'verdur', 'dec', 'medi', 'ceboll', 'trocit', 'pimient', 'roj', 'pimient', 'verd', 'dient', 'ajo', 'dos', 'zanahori', 'medi', 'fres', 'dar', 'verdurit', 'puest', 'sal', 'frit', 'añad', 'champiñon', 'lav', 'cort', 'lamin', 'esforz', 'apetec', 'gust', 'lamin', 'ahor', 'vam', 'esper', 'hag', 'verdurit', 'ten', 'verdurit', 'asi', 'ahor', 'vam', 'incorpor', 'champiñon', 'dej', 'fri', 'bien', 'champiñon', 'continu', 'vern', 'list', 'champiñon', 'ahor', 'dim', 'llamadit', 'pequeñ', 'tomat', 'frit', 'facil', 'simplement', 'remov', 'añad', 'trocit', 'poll', 'año', 'ide', 'continu', 'añad', 'fide', 'refer', 'ingredient', 'vez', 'prepar', 'fide', 'vam', 'yadir', 'carter', 'vam', 'refer', 'ingredient', 'remov', 'bien', 'resfr', 'continu', 'sion', 'añad', 'cald', 'calient', 'añad', 'calient', 'normal', 'pon', 'dobl', 'cald', 'decid', 'añad', 'ahor', '4', 'cas', 'aproxim', 'si', 'veo', 'qued', 'sec', 'añad', 'algun', 'siempr', 'cald', 'calient', 'ahor', 'voy', 'pon', 'poquitin', 'decolor', 'dej', 'fueg', 'fuert', 'vam', 'ten', '20', 'minut', 'aproxim', 'depend', 'fide', 'llev', '10', 'minut', 'hac', 'vide', 'moment', 'voy', 'echarl', 'cald', 'veo', 'todav', 'suficient', 'fide', 'engord', 'ir', 'prob', 'fide', 'ver', 'si', 'gust', 'si', 'coc', 'si', 'falt', 'sab', 'ide', 'qued', 'cald', 'maner', 'ten', 'cuid', 'charl', 'principi', 'mejor', 'ir', 'añad', 'poquit', 'si', 'hic', 'falt', 'vam', 'esper', 'termin', 'hac', 'asi', 'finaliz', 'si', 'deb', 'vec', 'qued', 'cerquit', 'fide', 'complet', 'suelt', 'respect']","  (3, 4)	1.0
  (7, 4)	1.0
  (11, 4)	1.0
  (16, 2)	1.0
  (17, 4)	1.0
  (22, 4)	1.0
  (28, 3)	1.0
  (42, 2)	1.0
  (43, 4)	1.0
  (47, 4)	1.0
  (56, 1)	1.0
  (60, 0)	1.0
  (83, 2)	1.0
  (84, 4)	1.0
  (87, 5)	1.0
  (89, 2)	1.0
  (90, 4)	1.0
  (97, 0)	1.0
  (98, 6)	1.0
  (100, 2)	1.0
  (109, 2)	1.0
  (110, 4)	1.0
  (111, 0)	1.0
  (119, 0)	1.0
  (141, 4)	1.0
  :	:
  (226, 6)	1.0
  (234, 1)	1.0
  (235, 2)	1.0
  (237, 1)	1.0
  (242, 2)	1.0
  (244, 1)	1.0
  (245, 0)	1.0
  (249, 5)	1.0
  (253, 1)	1.0
  (256, 2)	1.0
  (258, 0)	1.0
  (266, 6)	1.0
  (272, 3)	1.0
  (281, 2)	1.0
  (285, 3)	1.0
  (289, 3)	1.0
  (291, 5)	1.0
  (293, 5)	1.0
  (295, 5)	1.0
  (300, 2)	1.0
  (308, 1)	1.0
  (310, 5)	1.0
  (313, 6)	1.0
  (319, 5)	1.0
  (324, 3)	1.0"
69,JUDÍAS 😋🍅MANTEQUERAS CON TOMATE.txt,voy a preparar unas judías mantequeras con tomate y cebolla Aquí tengo las judías mantequeras medio kilo necesitaremos sal dónde van a dar cepal patata cebolla ajos aceite y tomate está receta se la voy a dedicar a luz Steven y espero que te animes a probarlo en una sartén es un poco aceite y tres dientes de ajo troceados cuando se doren los ajos los quitaré y los tirare no los voy a utilizar ya tenemos dorados los ajos Así que los retiro y en este aceite voy a dorar las rebanadas de pan por los dos lados nave doradas las vamos a sacar y las pondremos en un mortero para machacar las lobo y ahora en este aceite vamos a freír la cebolla troceada que tenemos aquí,"['voy', 'prepar', 'unas', 'jud', 'mantequer', 'tomat', 'ceboll', 'aqu', 'jud', 'mantequer', 'medi', 'kil', 'necesit', 'sal', 'dond', 'van', 'dar', 'cepal', 'patat', 'ceboll', 'ajos', 'aceit', 'tomat', 'recet', 'voy', 'dedic', 'luz', 'stev', 'esper', 'anim', 'prob', 'sarten', 'aceit', 'tres', 'dient', 'ajo', 'troc', 'dor', 'ajos', 'quit', 'tirar', 'voy', 'utiliz', 'dor', 'ajos', 'asi', 'retir', 'aceit', 'voy', 'dor', 'reban', 'pan', 'dos', 'lad', 'nav', 'dor', 'vam', 'sac', 'pondr', 'morter', 'machac', 'lob', 'ahor', 'aceit', 'vam', 'freir', 'ceboll', 'troc', 'aqu']","  (0, 10)	1.0
  (3, 5)	1.0
  (4, 6)	1.0
  (5, 7)	1.0
  (6, 3)	1.0
  (7, 2)	1.0
  (8, 5)	1.0
  (9, 6)	1.0
  (19, 3)	1.0
  (20, 1)	1.0
  (21, 0)	1.0
  (22, 7)	1.0
  (24, 10)	1.0
  (32, 0)	1.0
  (36, 8)	1.0
  (37, 4)	1.0
  (38, 1)	1.0
  (41, 10)	1.0
  (43, 4)	1.0
  (44, 1)	1.0
  (47, 0)	1.0
  (48, 10)	1.0
  (49, 4)	1.0
  (55, 4)	1.0
  (56, 9)	1.0
  (63, 0)	1.0
  (64, 9)	1.0
  (66, 3)	1.0
  (67, 8)	1.0
  (68, 2)	1.0"
